State,Zip,County,Primary City,MFG Rep,fips_code
GA,30028,Forsyth County,Cumming,Pro-Fit Sales Associates,13117
GA,30520,Franklin County,Canon,Pro-Fit Sales Associates,13119
GA,30004,Fulton County,Alpharetta,Pro-Fit Sales Associates,13121
GA,30522,Gilmer County,Cherry Log,Pro-Fit Sales Associates,13123
GA,30810,Glascock County,Gibson,Pro-Fit Sales Associates,13125
GA,31520,Glynn County,Brunswick,Pro-Fit Sales Associates,13127
GA,30139,Gordon County,Fairmount,Pro-Fit Sales Associates,13129
GA,39827,Grady County,Cairo,Pro-Fit Sales Associates,13131
GA,30642,Greene County,Greensboro,Pro-Fit Sales Associates,13133
GA,30003,Gwinnett County,Norcross,Pro-Fit Sales Associates,13135
GA,30510,Habersham County,Alto,Pro-Fit Sales Associates,13137
GA,30501,Hall County,Gainesville,Pro-Fit Sales Associates,13139
GA,31087,Hancock County,Sparta,Pro-Fit Sales Associates,13141
GA,30110,Haralson County,Bremen,Pro-Fit Sales Associates,13143
GA,31804,Harris County,Cataula,Pro-Fit Sales Associates,13145
GA,30516,Hart County,Bowersville,Pro-Fit Sales Associates,13147
GA,30217,Heard County,Franklin,Pro-Fit Sales Associates,13149
GA,30228,Henry County,Hampton,Pro-Fit Sales Associates,13151
GA,31005,Houston County,Bonaire,Pro-Fit Sales Associates,13153
GA,31760,Irwin County,Irwinville,Pro-Fit Sales Associates,13155
GA,30517,Jackson County,Braselton,Pro-Fit Sales Associates,13157
GA,30055,Jasper County,Mansfield,Pro-Fit Sales Associates,13159
GA,31532,Jeff Davis County,Denton,Pro-Fit Sales Associates,13161
GA,30413,Jefferson County,Bartow,Pro-Fit Sales Associates,13163
GA,30442,Jenkins County,Millen,Pro-Fit Sales Associates,13165
GA,31049,Johnson County,Kite,Pro-Fit Sales Associates,13167
GA,31032,Jones County,Gray,Pro-Fit Sales Associates,13169
GA,30204,Lamar County,Barnesville,Pro-Fit Sales Associates,13171
GA,31635,Lanier County,Lakeland,Pro-Fit Sales Associates,13173
GA,30454,Laurens County,Rockledge,Pro-Fit Sales Associates,13175
GA,31763,Lee County,Leesburg,Pro-Fit Sales Associates,13177
GA,31301,Liberty County,Allenhurst,Pro-Fit Sales Associates,13179
GA,30817,Lincoln County,Lincolnton,Pro-Fit Sales Associates,13181
GA,31316,Long County,Ludowici,Pro-Fit Sales Associates,13183
GA,31601,Lowndes County,Valdosta,Pro-Fit Sales Associates,13185
GA,30533,Lumpkin County,Dahlonega,Pro-Fit Sales Associates,13187
GA,31041,Macon County,Ideal,Pro-Fit Sales Associates,13193
GA,30628,Madison County,Colbert,Pro-Fit Sales Associates,13195
GA,31058,Marion County,Mauk,Pro-Fit Sales Associates,13197
GA,30806,McDuffie County,Boneville,Pro-Fit Sales Associates,13189
GA,31304,McIntosh County,Crescent,Pro-Fit Sales Associates,13191
GA,30218,Meriwether County,Gay,Pro-Fit Sales Associates,13199
GA,39837,Miller County,Colquitt,Pro-Fit Sales Associates,13201
GA,31716,Mitchell County,Baconton,Pro-Fit Sales Associates,13205
GA,31004,Monroe County,Bolingbroke,Pro-Fit Sales Associates,13207
GA,30410,Montgomery County,Ailey,Pro-Fit Sales Associates,13209
GA,30623,Morgan County,Bostwick,Pro-Fit Sales Associates,13211
GA,30705,Murray County,Chatsworth,Pro-Fit Sales Associates,13213
GA,31820,Muscogee County,Midland,Pro-Fit Sales Associates,13215
GA,30014,Newton County,Covington,Pro-Fit Sales Associates,13217
GA,30621,Oconee County,Bishop,Pro-Fit Sales Associates,13219
GA,30619,Oglethorpe County,Arnoldsville,Pro-Fit Sales Associates,13221
GA,30132,Paulding County,Dallas,Pro-Fit Sales Associates,13223
GA,31008,Peach County,Byron,Pro-Fit Sales Associates,13225
GA,30143,Pickens County,Jasper,Pro-Fit Sales Associates,13227
GA,31516,Pierce County,Blackshear,Pro-Fit Sales Associates,13229
GA,30206,Pike County,Concord,Pro-Fit Sales Associates,13231
GA,30104,Polk County,Aragon,Pro-Fit Sales Associates,13233
GA,31036,Pulaski County,Hawkinsville,Pro-Fit Sales Associates,13235
GA,31024,Putnam County,Eatonton,Pro-Fit Sales Associates,13237
GA,39854,Quitman County,Georgetown,Pro-Fit Sales Associates,13239
GA,30525,Rabun County,Clayton,Pro-Fit Sales Associates,13241
GA,39836,Randolph County,Coleman,Pro-Fit Sales Associates,13243
GA,30805,Richmond County,Blythe,Pro-Fit Sales Associates,13245
GA,30012,Rockdale County,Conyers,Pro-Fit Sales Associates,13247
GA,31806,Schley County,Ellaville,Pro-Fit Sales Associates,13249
GA,30424,Screven County,Dover,Pro-Fit Sales Associates,13251
GA,39845,Seminole County,Donalsonville,Pro-Fit Sales Associates,13253
GA,30212,Spalding County,Experiment,Pro-Fit Sales Associates,13255
GA,30538,Stephens County,Eastanollee,Pro-Fit Sales Associates,13257
GA,31814,Stewart County,Louvale,Pro-Fit Sales Associates,13259
GA,31709,Sumter County,Americus,Pro-Fit Sales Associates,13261
GA,31810,Talbot County,Geneva,Pro-Fit Sales Associates,13263
GA,30631,Taliaferro County,Crawfordville,Pro-Fit Sales Associates,13265
GA,30420,Tattnall County,Cobbtown,Pro-Fit Sales Associates,13267
GA,31006,Taylor County,Butler,Pro-Fit Sales Associates,13269
GA,31037,Telfair County,Mc Rae Helena,Pro-Fit Sales Associates,13271
GA,39826,Terrell County,Bronwood,Pro-Fit Sales Associates,13273
GA,31626,Thomas County,Boston,Pro-Fit Sales Associates,13275
GA,31727,Tift County,Brookfield,Pro-Fit Sales Associates,13277
GA,30436,Toombs County,Lyons,Pro-Fit Sales Associates,13279
GA,30546,Towns County,Hiawassee,Pro-Fit Sales Associates,13281
GA,30457,Treutlen County,Soperton,Pro-Fit Sales Associates,13283
GA,30230,Troup County,Hogansville,Pro-Fit Sales Associates,13285
GA,31714,Turner County,Ashburn,Pro-Fit Sales Associates,13287
GA,31017,Twiggs County,Danville,Pro-Fit Sales Associates,13289
GA,30512,Union County,Blairsville,Pro-Fit Sales Associates,13291
GA,30285,Upson County,The Rock,Pro-Fit Sales Associates,13293
GA,30707,Walker County,Chickamauga,Pro-Fit Sales Associates,13295
GA,30018,Walton County,Jersey,Pro-Fit Sales Associates,13297
GA,31501,Ware County,Waycross,Pro-Fit Sales Associates,13299
GA,30807,Warren County,Camak,Pro-Fit Sales Associates,13301
GA,31018,Washington County,Davisboro,Pro-Fit Sales Associates,13303
GA,31545,Wayne County,Jesup,Pro-Fit Sales Associates,13305
GA,31824,Webster County,Preston,Pro-Fit Sales Associates,13307
GA,30411,Wheeler County,Alamo,Pro-Fit Sales Associates,13309
GA,30528,White County,Cleveland,Pro-Fit Sales Associates,13311
GA,30710,Whitfield County,Cohutta,Pro-Fit Sales Associates,13313
GA,31001,Wilcox County,Abbeville,Pro-Fit Sales Associates,13315
GA,30660,Wilkes County,Rayle,Pro-Fit Sales Associates,13317
GA,31003,Wilkinson County,Allentown,Pro-Fit Sales Associates,13319
GA,31772,Worth County,Oakfield,Pro-Fit Sales Associates,13321
HI,96704,Hawaii County,Captain Cook,808 Building Supplies,15001
HI,96701,Honolulu County,Aiea,808 Building Supplies,15003
HI,96742,Kalawao County,Kalaupapa,808 Building Supplies,15005
HI,96703,Kauai County,Anahola,808 Building Supplies,15007
HI,96708,Maui County,Haiku,808 Building Supplies,15009
IA,50002,Adair County,Adair,GIE Ltd.,19001
IA,50839,Adams County,Carbon,GIE Ltd.,19003
IA,52140,Allamakee County,Dorchester,GIE Ltd.,19005
IA,52544,Appanoose County,Centerville,GIE Ltd.,19007
IA,50025,Audubon County,Audubon,GIE Ltd.,19009
IA,52206,Benton County,Atkins,GIE Ltd.,19011
IA,50613,Black Hawk County,Cedar Falls,GIE Ltd.,19013
IA,50031,Boone County,Beaver,GIE Ltd.,19015
IA,50622,Bremer County,Denver,GIE Ltd.,19017
IA,50607,Buchanan County,Aurora,GIE Ltd.,19019
IA,50510,Buena Vista County,Albert City,GIE Ltd.,19021
IA,50602,Butler County,Allison,GIE Ltd.,19023
IA,50538,Calhoun County,Farnhamville,GIE Ltd.,19025
IA,50058,Carroll County,Coon Rapids,GIE Ltd.,19027
IA,50020,Cass County,Anita,GIE Ltd.,19029
IA,52216,Cedar County,Clarence,GIE Ltd.,19031
IA,50401,Cerro Gordo County,Mason City,GIE Ltd.,19033
IA,51005,Cherokee County,Aurelia,GIE Ltd.,19035
IA,50603,Chickasaw County,Alta Vista,GIE Ltd.,19037
IA,50174,Clarke County,Murray,GIE Ltd.,19039
IA,51047,Clay County,Peterson,GIE Ltd.,19041
IA,52042,Clayton County,Edgewood,GIE Ltd.,19043
IA,52037,Clinton County,Delmar,GIE Ltd.,19045
IA,51432,Crawford County,Aspinwall,GIE Ltd.,19047
IA,50003,Dallas County,Adel,GIE Ltd.,19049
IA,52537,Davis County,Bloomfield,GIE Ltd.,19051
IA,50065,Decatur County,Davis City,GIE Ltd.,19053
IA,50654,Delaware County,Masonville,GIE Ltd.,19055
IA,52601,Des Moines County,Burlington,GIE Ltd.,19057
IA,51331,Dickinson County,Arnolds Park,GIE Ltd.,19059
IA,52001,Dubuque County,Dubuque,GIE Ltd.,19061
IA,50514,Emmet County,Armstrong,GIE Ltd.,19063
IA,50606,Fayette County,Arlington,GIE Ltd.,19065
IA,50435,Floyd County,Floyd,GIE Ltd.,19067
IA,50041,Franklin County,Bradford,GIE Ltd.,19069
IA,51639,Fremont County,Farragut,GIE Ltd.,19071
IA,50050,Greene County,Churdan,GIE Ltd.,19073
IA,50609,Grundy County,Beaman,GIE Ltd.,19075
IA,50026,Guthrie County,Bagley,GIE Ltd.,19077
IA,50034,Hamilton County,Blairsburg,GIE Ltd.,19079
IA,50423,Hancock County,Britt,GIE Ltd.,19081
IA,50006,Hardin County,Alden,GIE Ltd.,19083
IA,51529,Harrison County,Dunlap,GIE Ltd.,19085
IA,52630,Henry County,Hillsboro,GIE Ltd.,19087
IA,50628,Howard County,Elma,GIE Ltd.,19089
IA,50519,Humboldt County,Bode,GIE Ltd.,19091
IA,51006,Ida County,Battle Creek,GIE Ltd.,19093
IA,52203,Iowa County,Amana,GIE Ltd.,19095
IA,52030,Jackson County,Andrew,GIE Ltd.,19097
IA,50028,Jasper County,Baxter,GIE Ltd.,19099
IA,52533,Jefferson County,Batavia,GIE Ltd.,19101
IA,52235,Johnson County,Hills,GIE Ltd.,19103
IA,52205,Jones County,Anamosa,GIE Ltd.,19105
IA,50104,Keokuk County,Gibson,GIE Ltd.,19107
IA,50451,Kossuth County,Lakota,GIE Ltd.,19109
IA,52619,Lee County,Argyle,GIE Ltd.,19111
IA,52202,Linn County,Alburnett,GIE Ltd.,19113
IA,52640,Louisa County,Morning Sun,GIE Ltd.,19115
IA,50049,Lucas County,Chariton,GIE Ltd.,19117
IA,51230,Lyon County,Alvord,GIE Ltd.,19119
IA,50033,Madison County,Bevington,GIE Ltd.,19121
IA,50027,Mahaska County,Barnes City,GIE Ltd.,19123
IA,50044,Marion County,Bussey,GIE Ltd.,19125
IA,50005,Marshall County,Albion,GIE Ltd.,19127
IA,51533,Mills County,Emerson,GIE Ltd.,19129
IA,50426,Mitchell County,Carpenter,GIE Ltd.,19131
IA,51010,Monona County,Castana,GIE Ltd.,19133
IA,50150,Monroe County,Lovilia,GIE Ltd.,19135
IA,50847,Montgomery County,Grant,GIE Ltd.,19137
IA,52720,Muscatine County,Atalissa,GIE Ltd.,19139
IA,51009,O'Brien County,Calumet,GIE Ltd.,19141
IA,51232,Osceola County,Ashton,GIE Ltd.,19143
IA,51601,Page County,Shenandoah,GIE Ltd.,19145
IA,50515,Palo Alto County,Ayrshire,GIE Ltd.,19147
IA,51001,Plymouth County,Akron,GIE Ltd.,19149
IA,50540,Pocahontas County,Fonda,GIE Ltd.,19151
IA,50007,Polk County,Alleman,GIE Ltd.,19153
IA,51501,Pottawattamie County,Council Bluffs,GIE Ltd.,19155
IA,50112,Poweshiek County,Grinnell,GIE Ltd.,19157
IA,50074,Ringgold County,Ellston,GIE Ltd.,19159
IA,50535,Sac County,Early,GIE Ltd.,19161
IA,52722,Scott County,Bettendorf,GIE Ltd.,19163
IA,51446,Shelby County,Irwin,GIE Ltd.,19165
IA,51003,Sioux County,Alton,GIE Ltd.,19167
IA,50010,Story County,Ames,GIE Ltd.,19169
IA,50173,Tama County,Montour,GIE Ltd.,19171
IA,50833,Taylor County,Bedford,GIE Ltd.,19173
IA,50149,Union County,Lorimor,GIE Ltd.,19175
IA,52535,Van Buren County,Birmingham,GIE Ltd.,19177
IA,52501,Wapello County,Ottumwa,GIE Ltd.,19179
IA,50001,Warren County,Ackworth,GIE Ltd.,19181
IA,52201,Washington County,Ainsworth,GIE Ltd.,19183
IA,50008,Wayne County,Allerton,GIE Ltd.,19185
IA,50501,Webster County,Fort Dodge,GIE Ltd.,19187
IA,50424,Winnebago County,Buffalo Center,GIE Ltd.,19189
IA,52101,Winneshiek County,Decorah,GIE Ltd.,19191
IA,51004,Woodbury County,Anthon,GIE Ltd.,19193
IA,50434,Worth County,Fertile,GIE Ltd.,19195
IA,50071,Wright County,Dows,GIE Ltd.,19197
ID,83616,Ada County,Eagle,Palmer Marketing Inc,16001
ID,83612,Adams County,Council,Palmer Marketing Inc,16003
ID,83201,Bannock County,Pocatello,Palmer Marketing Inc,16005
ID,83220,Bear Lake County,Bern,Palmer Marketing Inc,16007
ID,83824,Benewah County,Desmet,Palmer Marketing Inc,16009
ID,83203,Bingham County,Fort Hall,Palmer Marketing Inc,16011
ID,83313,Blaine County,Bellevue,Palmer Marketing Inc,16013
ID,83602,Boise County,Banks,Palmer Marketing Inc,16015
ID,83804,Bonner County,Blanchard,Palmer Marketing Inc,16017
ID,83401,Bonneville County,Idaho Falls,Palmer Marketing Inc,16019
ID,83805,Boundary County,Bonners Ferry,Palmer Marketing Inc,16021
ID,83213,Butte County,Arco,Palmer Marketing Inc,16023
ID,83322,Camas County,Corral,Palmer Marketing Inc,16025
ID,83605,Canyon County,Caldwell,Palmer Marketing Inc,16027
ID,83217,Caribou County,Bancroft,Palmer Marketing Inc,16029
ID,83311,Cassia County,Albion,Palmer Marketing Inc,16031
ID,83423,Clark County,Dubois,Palmer Marketing Inc,16033
ID,83520,Clearwater County,Ahsahka,Palmer Marketing Inc,16035
ID,83226,Custer County,Challis,Palmer Marketing Inc,16037
ID,83601,Elmore County,Atlanta,Palmer Marketing Inc,16039
ID,83228,Franklin County,Clifton,Palmer Marketing Inc,16041
ID,83420,Fremont County,Ashton,Palmer Marketing Inc,16043
ID,83617,Gem County,Emmett,Palmer Marketing Inc,16045
ID,83314,Gooding County,Bliss,Palmer Marketing Inc,16047
ID,83522,Idaho County,Cottonwood,Palmer Marketing Inc,16049
ID,83425,Jefferson County,Hamer,Palmer Marketing Inc,16051
ID,83325,Jerome County,Eden,Palmer Marketing Inc,16053
ID,83801,Kootenai County,Athol,Palmer Marketing Inc,16055
ID,83535,Latah County,Juliaetta,Palmer Marketing Inc,16057
ID,83229,Lemhi County,Cobalt,Palmer Marketing Inc,16059
ID,83523,Lewis County,Craigmont,Palmer Marketing Inc,16061
ID,83324,Lincoln County,Dietrich,Palmer Marketing Inc,16063
ID,83440,Madison County,Rexburg,Palmer Marketing Inc,16065
ID,83336,Minidoka County,Heyburn,Palmer Marketing Inc,16067
ID,83501,Nez Perce County,Lewiston,Palmer Marketing Inc,16069
ID,83243,Oneida County,Holbrook,Palmer Marketing Inc,16071
ID,83604,Owyhee County,Bruneau,Palmer Marketing Inc,16073
ID,83619,Payette County,Fruitland,Palmer Marketing Inc,16075
ID,83211,Power County,American Falls,Palmer Marketing Inc,16077
ID,83802,Shoshone County,Avery,Palmer Marketing Inc,16079
ID,83422,Teton County,Driggs,Palmer Marketing Inc,16081
ID,83301,Twin Falls County,Twin Falls,Palmer Marketing Inc,16083
ID,83611,Valley County,Cascade,Palmer Marketing Inc,16085
ID,83610,Washington County,Cambridge,Palmer Marketing Inc,16087
IL,62301,Adams County,Quincy,GIE Ltd.,17001
IL,62914,Alexander County,Cairo,GIE Ltd.,17003
IL,62086,Bond County,Sorento,GIE Ltd.,17005
IL,61008,Boone County,Belvidere,,17007
IL,62353,Brown County,Mount Sterling,GIE Ltd.,17009
IL,61312,Bureau County,Arlington,,17011
IL,62006,Calhoun County,Batchtown,GIE Ltd.,17013
IL,61014,Carroll County,Chadwick,,17015
IL,62611,Cass County,Arenzville,GIE Ltd.,17017
IL,60949,Champaign County,Ludlow,GIE Ltd.,17019
IL,62083,Christian County,Rosamond,GIE Ltd.,17021
IL,62420,Clark County,Casey,GIE Ltd.,17023
IL,62434,Clay County,Ingraham,GIE Ltd.,17025
IL,62215,Clinton County,Albers,GIE Ltd.,17027
IL,61912,Coles County,Ashmore,GIE Ltd.,17029
IL,60004,Cook County,Arlington Heights,,17031
IL,62413,Crawford County,Annapolis,GIE Ltd.,17033
IL,62428,Cumberland County,Greenup,GIE Ltd.,17035
IL,61727,De Witt County,Clinton,GIE Ltd.,17039
IL,60111,DeKalb County,Clare,,17037
IL,61910,Douglas County,Arcola,GIE Ltd.,17041
IL,60101,DuPage County,Addison,,17043
IL,61917,Edgar County,Brocton,GIE Ltd.,17045
IL,62476,Edwards County,West Salem,GIE Ltd.,17047
IL,62401,Effingham County,Effingham,GIE Ltd.,17049
IL,62011,Fayette County,Bingham,GIE Ltd.,17051
IL,60919,Ford County,Cabery,,17053
IL,62805,Franklin County,Akin,GIE Ltd.,17055
IL,61415,Fulton County,Avon,GIE Ltd.,17057
IL,62867,Gallatin County,New Haven,GIE Ltd.,17059
IL,62016,Greene County,Carrollton,GIE Ltd.,17061
IL,60407,Grundy County,Braceville,,17063
IL,62817,Hamilton County,Broughton,GIE Ltd.,17065
IL,61450,Hancock County,La Harpe,GIE Ltd.,17067
IL,62919,Hardin County,Cave In Rock,GIE Ltd.,17069
IL,61418,Henderson County,Biggsville,GIE Ltd.,17071
IL,61233,Henry County,Andover,,17073
IL,60911,Iroquois County,Ashkum,,17075
IL,62901,Jackson County,Carbondale,GIE Ltd.,17077
IL,62432,Jasper County,Hidalgo,GIE Ltd.,17079
IL,62810,Jefferson County,Belle Rive,GIE Ltd.,17081
IL,62022,Jersey County,Dow,GIE Ltd.,17083
IL,61001,Jo Daviess County,Apple River,,17085
IL,62909,Johnson County,Boles,GIE Ltd.,17087
IL,60109,Kane County,Burlington,,17089
IL,60901,Kankakee County,Kankakee,,17091
IL,60512,Kendall County,Bristol,,17093
IL,61401,Knox County,Galesburg,GIE Ltd.,17095
IL,60002,Lake County,Antioch,,17097
IL,60470,LaSalle County,Ransom,,17099
IL,62417,Lawrence County,Bridgeport,GIE Ltd.,17101
IL,60530,Lee County,Lee,,17103
IL,60420,Livingston County,Dwight,,17105
IL,61723,Logan County,Atlanta,GIE Ltd.,17107
IL,61756,Macon County,Maroa,GIE Ltd.,17115
IL,62009,Macoupin County,Benld,GIE Ltd.,17117
IL,62001,Madison County,Alhambra,GIE Ltd.,17119
IL,62801,Marion County,Centralia,GIE Ltd.,17121
IL,61369,Marshall County,Toluca,,17123
IL,61532,Mason County,Forest City,GIE Ltd.,17125
IL,62908,Massac County,Belknap,GIE Ltd.,17127
IL,61411,McDonough County,Adair,GIE Ltd.,17109
IL,60001,McHenry County,Alden,,17111
IL,61701,McLean County,Bloomington,GIE Ltd.,17113
IL,62613,Menard County,Athens,GIE Ltd.,17129
IL,61231,Mercer County,Aledo,GIE Ltd.,17131
IL,62236,Monroe County,Columbia,GIE Ltd.,17133
IL,62015,Montgomery County,Butler,GIE Ltd.,17135
IL,62601,Morgan County,Alexander,GIE Ltd.,17137
IL,61914,Moultrie County,Bethany,GIE Ltd.,17139
IL,60113,Ogle County,Creston,,17141
IL,61451,Peoria County,Laura,GIE Ltd.,17143
IL,62238,Perry County,Cutler,GIE Ltd.,17145
IL,61813,Piatt County,Bement,GIE Ltd.,17147
IL,62312,Pike County,Barry,GIE Ltd.,17149
IL,62928,Pope County,Eddyville,GIE Ltd.,17151
IL,62941,Pulaski County,Grand Chain,GIE Ltd.,17153
IL,61326,Putnam County,Granville,,17155
IL,62217,Randolph County,Baldwin,GIE Ltd.,17157
